,Species,Spacing (m),Yield Class,Management,Period (year),Carbon Standing (tCO2e/ ha/yr),Debris (tCO2e/ha/yr),Total (tCO2/ha/yr),Cumulative       in-period (tCO2e/ha/ 5yr period),Cum. Biomass Sequestrn (tCO2e/ha),Cum. Emis. Ongoing Mgmt (tCO2e/ha),Cumulative Total Sequestrn (tCO2e/ha),Removed from Forest (tCO2e/ha/yr)
NS1.508NO_thin085,NS ,1.5,8,NO_thin, 85-90,4.61,-0.20,4.41,22.0,625.1,0.00,625.1,0.00
NS1.508NO_thin090,NS ,1.5,8,NO_thin, 90-95,4.29,-0.29,3.99,20.0,645.1,0.00,645.1,0.00
NS1.508NO_thin095,NS ,1.5,8,NO_thin, 95-100,4.00,-0.16,3.85,19.2,664.3,0.00,664.3,0.00
NS1.508NO_thin100,NS ,1.5,8,NO_thin,100-105,3.71,-0.30,3.41,17.1,681.4,0.00,681.4,0.00
NS1.508NO_thin105,NS ,1.5,8,NO_thin,105-110,3.39,-0.26,3.13,15.7,697.1,0.00,697.1,0.00
NS1.508NO_thin110,NS ,1.5,8,NO_thin,110-115,3.12,-0.28,2.84,14.2,711.3,0.00,711.3,0.00
NS1.508NO_thin115,NS ,1.5,8,NO_thin,115-120,2.86,-0.27,2.59,13.0,724.2,0.00,724.2,0.00
NS1.508NO_thin120,NS ,1.5,8,NO_thin,120-125,2.69,-0.16,2.52,12.6,736.9,0.00,736.9,0.00
NS1.508NO_thin125,NS ,1.5,8,NO_thin,125-130,2.46,-0.17,2.29,11.5,748.3,0.00,748.3,0.00
NS1.508NO_thin130,NS ,1.5,8,NO_thin,130-135,2.29,-0.22,2.07,10.4,758.7,0.00,758.7,0.00
NS1.508NO_thin135,NS ,1.5,8,NO_thin,135-140,2.14,-0.22,1.92,9.6,768.3,0.00,768.3,0.00
NS1.508NO_thin140,NS ,1.5,8,NO_thin,140-145,2.00,0.08,2.08,10.4,778.7,0.00,778.7,0.00
NS1.508NO_thin145,NS ,1.5,8,NO_thin,145-150,1.83,-0.25,1.58,7.9,786.6,0.00,786.6,0.00
NS1.508NO_thin150,NS ,1.5,8,NO_thin,150-155,1.67,-0.23,1.44,7.2,793.8,0.00,793.8,0.00
NS1.508NO_thin155,NS ,1.5,8,NO_thin,155-160,1.53,-0.22,1.31,6.5,800.3,0.00,800.3,0.00
NS1.508NO_thin160,NS ,1.5,8,NO_thin,160-165,1.49,-0.17,1.32,6.6,806.9,0.00,806.9,0.00
NS1.508NO_thin165,NS ,1.5,8,NO_thin,165-170,1.29,-0.13,1.16,5.8,812.7,0.00,812.7,0.00
NS1.508NO_thin170,NS ,1.5,8,NO_thin,170-175,1.21,-0.09,1.12,5.6,818.3,0.00,818.3,0.00
NS1.508NO_thin175,NS ,1.5,8,NO_thin,175-180,1.08,-0.08,0.99,5.0,823.3,0.00,823.3,0.00
NS1.508NO_thin180,NS ,1.5,8,NO_thin,180-185,1.08,-0.10,0.98,4.9,828.2,0.00,828.2,0.00
NS1.508NO_thin185,NS ,1.5,8,NO_thin,185-190,1.03,-0.05,0.98,4.9,833.1,0.00,833.1,0.00
NS1.508NO_thin190,NS ,1.5,8,NO_thin,190-195,0.90,0.00,0.89,4.5,837.6,0.00,837.6,0.00
NS1.508NO_thin195,NS ,1.5,8,NO_thin,195-200,0.74,-0.11,0.63,3.2,840.7,0.00,840.7,0.00
NS1.508Thinned000,NS ,1.5,8,Thinned,  0-5,0.11,0.17,0.28,1.4,1.4,0.00,1.4,0.00
NS1.508Thinned005,NS ,1.5,8,Thinned,  5-10,0.33,0.21,0.54,2.7,4.1,0.00,4.1,0.00
NS1.508Thinned010,NS ,1.5,8,Thinned, 10-15,1.01,0.21,1.22,6.1,10.2,0.00,10.2,0.00
NS1.508Thinned015,NS ,1.5,8,Thinned, 15-20,3.08,0.21,3.29,16.4,26.6,0.00,26.6,0.00
NS1.508Thinned020,NS ,1.5,8,Thinned, 20-25,9.39,0.21,9.60,48.0,74.7,0.00,74.7,0.00
NS1.508Thinned025,NS ,1.5,8,Thinned, 25-30,20.37,0.77,21.14,105.7,180.4,0.00,180.4,0.00
NS1.508Thinned030,NS ,1.5,8,Thinned, 30-35,-0.29,1.81,1.53,7.6,188.0,-0.15,187.8,8.81
NS1.508Thinned035,NS ,1.5,8,Thinned, 35-40,3.07,-0.18,2.89,14.5,202.4,-0.27,202.2,6.80
NS1.508Thinned040,NS ,1.5,8,Thinned, 40-45,3.97,1.98,5.94,29.7,232.2,-0.77,231.4,2.81
NS1.508Thinned045,NS ,1.5,8,Thinned, 45-50,4.84,0.94,5.78,28.9,261.1,-1.28,259.8,2.92
NS1.508Thinned050,NS ,1.5,8,Thinned, 50-55,4.58,0.27,4.85,24.3,285.3,-1.81,283.5,3.00
NS1.508Thinned055,NS ,1.5,8,Thinned, 55-60,5.31,-0.63,4.68,23.4,308.7,-2.39,306.3,3.29
NS1.508Thinned060,NS ,1.5,8,Thinned, 60-65,3.15,-0.40,2.74,13.7,322.4,-2.95,319.5,3.18
NS1.508Thinned065,NS ,1.5,8,Thinned, 65-70,3.98,-0.42,3.57,17.8,340.3,-3.53,336.7,3.28
NS1.508Thinned070,NS ,1.5,8,Thinned, 70-75,4.85,-0.48,4.37,21.8,362.1,-3.99,358.1,2.62
NS1.508Thinned075,NS ,1.5,8,Thinned, 75-80,3.84,-0.25,3.59,18.0,380.1,-4.41,375.7,2.38
NS1.508Thinned080,NS ,1.5,8,Thinned, 80-85,3.39,-0.20,3.19,16.0,396.0,-4.81,391.2,2.32
NS1.508Thinned085,NS ,1.5,8,Thinned, 85-90,3.53,-0.20,3.32,16.6,412.6,-5.21,407.4,2.26
NS1.508Thinned090,NS ,1.5,8,Thinned, 90-95,3.27,-0.07,3.19,16.0,428.6,-5.59,423.0,2.13
NS1.508Thinned095,NS ,1.5,8,Thinned, 95-100,2.94,-0.03,2.91,14.6,443.2,-5.94,437.2,2.03
NS1.508Thinned100,NS ,1.5,8,Thinned,100-105,2.30,-0.01,2.29,11.5,454.6,-6.28,448.4,1.93
NS1.508Thinned105,NS ,1.5,8,Thinned,105-110,1.73,-0.05,1.68,8.4,463.0,-6.61,456.4,1.86
NS1.508Thinned110,NS ,1.5,8,Thinned,110-115,1.76,-0.07,1.69,8.4,471.5,-6.93,464.5,1.79
NS1.508Thinned115,NS ,1.5,8,Thinned,115-120,1.72,-0.08,1.64,8.2,479.7,-7.23,472.4,1.71
NS1.508Thinned120,NS ,1.5,8,Thinned,120-125,1.55,-0.06,1.49,7.4,487.1,-7.52,479.6,1.64
NS1.508Thinned125,NS ,1.5,8,Thinned,125-130,1.15,-0.06,1.09,5.5,492.6,-7.79,484.8,1.57
NS1.508Thinned130,NS ,1.5,8,Thinned,130-135,1.20,-0.05,1.15,5.8,498.3,-8.06,490.3,1.50
NS1.508Thinned135,NS ,1.5,8,Thinned,135-140,0.99,-0.05,0.94,4.7,503.1,-8.31,494.8,1.43
NS1.508Thinned140,NS ,1.5,8,Thinned,140-145,0.84,-0.05,0.79,4.0,507.0,-8.55,498.5,1.37
NS1.508Thinned145,NS ,1.5,8,Thinned,145-150,0.71,-0.05,0.66,3.3,510.4,-8.78,501.6,1.31
NS1.508Thinned150,NS ,1.5,8,Thinned,150-155,0.58,-0.05,0.54,2.7,513.0,-9.00,504.0,1.25
NS1.508Thinned155,NS ,1.5,8,Thinned,155-160,0.34,-0.05,0.29,1.5,514.5,-9.21,505.3,1.20
NS1.508Thinned160,NS ,1.5,8,Thinned,160-165,0.25,-0.05,0.20,1.0,515.5,-9.41,506.1,1.15
NS1.508Thinned165,NS ,1.5,8,Thinned,165-170,0.11,-0.06,0.05,0.3,515.7,-9.61,506.1,1.10
NS1.508Thinned170,NS ,1.5,8,Thinned,170-175,0.09,-0.06,0.04,0.2,515.9,-9.79,506.1,1.05
NS1.508Thinned175,NS ,1.5,8,Thinned,175-180,0.06,-0.05,0.00,0.0,515.9,-9.97,506.0,1.01
NS1.508Thinned180,NS ,1.5,8,Thinned,180-185,0.02,-0.05,-0.03,-0.2,515.8,-10.14,505.6,0.96
NS1.508Thinned185,NS ,1.5,8,Thinned,185-190,0.03,-0.05,-0.01,-0.1,515.7,-10.30,505.4,0.92
NS1.508Thinned190,NS ,1.5,8,Thinned,190-195,-0.07,-0.04,-0.11,-0.6,515.1,-10.45,504.7,0.88
NS1.508Thinned195,NS ,1.5,8,Thinned,195-200,-0.05,-0.04,-0.10,-0.5,514.7,-10.60,504.1,0.84
NS1.510NO_thin000,NS ,1.5,10,NO_thin,  0-5,0.22,0.20,0.41,2.1,2.1,0.00,2.1,0.00
NS1.510NO_thin005,NS ,1.5,10,NO_thin,  5-10,0.66,0.24,0.91,4.5,6.6,0.00,6.6,0.00
NS1.510NO_thin010,NS ,1.5,10,NO_thin, 10-15,2.03,0.24,2.27,11.4,17.9,0.00,17.9,0.00
NS1.510NO_thin015,NS ,1.5,10,NO_thin, 15-20,6.19,0.24,6.43,32.2,50.1,0.00,50.1,0.00
NS1.510NO_thin020,NS ,1.5,10,NO_thin, 20-25,17.79,0.48,18.28,91.4,141.5,0.00,141.5,0.00
NS1.510NO_thin025,NS ,1.5,10,NO_thin, 25-30,20.02,0.90,20.92,104.6,246.1,0.00,246.1,0.00
NS1.510NO_thin030,NS ,1.5,10,NO_thin, 30-35,8.12,4.47,12.59,63.0,309.0,0.00,309.0,0.00
NS1.510NO_thin035,NS ,1.5,10,NO_thin, 35-40,8.40,3.39,11.78,58.9,368.0,0.00,368.0,0.00
NS1.510NO_thin040,NS ,1.5,10,NO_thin, 40-45,8.72,1.48,10.20,51.0,419.0,0.00,419.0,0.00
NS1.510NO_thin045,NS ,1.5,10,NO_thin, 45-50,8.88,0.57,9.44,47.2,466.2,0.00,466.2,0.00
NS1.510NO_thin050,NS ,1.5,10,NO_thin, 50-55,8.76,0.01,8.78,43.9,510.1,0.00,510.1,0.00
NS1.510NO_thin055,NS ,1.5,10,NO_thin, 55-60,8.33,-0.28,8.04,40.2,550.3,0.00,550.3,0.00
NS1.510NO_thin060,NS ,1.5,10,NO_thin, 60-65,7.82,-0.26,7.56,37.8,588.1,0.00,588.1,0.00
NS1.510NO_thin065,NS ,1.5,10,NO_thin, 65-70,7.30,-0.28,7.03,35.1,623.2,0.00,623.2,0.00
NS1.510NO_thin070,NS ,1.5,10,NO_thin, 70-75,6.88,-0.27,6.61,33.0,656.3,0.00,656.3,0.00
NS1.510NO_thin075,NS ,1.5,10,NO_thin, 75-80,6.42,-0.18,6.25,31.2,687.5,0.00,687.5,0.00
NS1.510NO_thin080,NS ,1.5,10,NO_thin, 80-85,5.83,-0.33,5.50,27.5,715.0,0.00,715.0,0.00
NS1.510NO_thin085,NS ,1.5,10,NO_thin, 85-90,5.30,-0.34,4.96,24.8,739.8,0.00,739.8,0.00
NS1.510NO_thin090,NS ,1.5,10,NO_thin, 90-95,4.91,-0.35,4.56,22.8,762.6,0.00,762.6,0.00
NS1.510NO_thin095,NS ,1.5,10,NO_thin, 95-100,4.62,-0.25,4.37,21.9,784.5,0.00,784.5,0.00
NS1.510NO_thin100,NS ,1.5,10,NO_thin,100-105,4.28,-0.35,3.93,19.6,804.1,0.00,804.1,0.00
NS1.510NO_thin105,NS ,1.5,10,NO_thin,105-110,3.87,-0.28,3.60,18.0,822.1,0.00,822.1,0.00
NS1.510NO_thin110,NS ,1.5,10,NO_thin,110-115,3.57,-0.34,3.23,16.2,838.2,0.00,838.2,0.00
NS1.510NO_thin115,NS ,1.5,10,NO_thin,115-120,3.32,-0.34,2.98,14.9,853.1,0.00,853.1,0.00
NS1.510NO_thin120,NS ,1.5,10,NO_thin,120-125,3.03,-0.28,2.75,13.8,866.9,0.00,866.9,0.00
NS1.510NO_thin125,NS ,1.5,10,NO_thin,125-130,2.81,-0.27,2.55,12.7,879.6,0.00,879.6,0.00
NS1.510NO_thin130,NS ,1.5,10,NO_thin,130-135,2.63,-0.24,2.39,12.0,891.6,0.00,891.6,0.00
NS1.510NO_thin135,NS ,1.5,10,NO_thin,135-140,2.46,-0.22,2.24,11.2,902.8,0.00,902.8,0.00
NS1.510NO_thin140,NS ,1.5,10,NO_thin,140-145,2.23,-0.20,2.02,10.1,912.9,0.00,912.9,0.00
NS1.510NO_thin145,NS ,1.5,10,NO_thin,145-150,2.11,-0.19,1.91,9.6,922.5,0.00,922.5,0.00
NS1.510NO_thin150,NS ,1.5,10,NO_thin,150-155,1.90,-0.18,1.72,8.6,931.1,0.00,931.1,0.00
NS1.510NO_thin155,NS ,1.5,10,NO_thin,155-160,1.76,-0.17,1.59,7.9,939.0,0.00,939.0,0.00
NS1.510NO_thin160,NS ,1.5,10,NO_thin,160-165,1.68,-0.16,1.52,7.6,946.6,0.00,946.6,0.00
NS1.510NO_thin165,NS ,1.5,10,NO_thin,165-170,1.48,-0.15,1.33,6.7,953.2,0.00,953.2,0.00
NS1.510NO_thin170,NS ,1.5,10,NO_thin,170-175,1.41,-0.13,1.28,6.4,959.6,0.00,959.6,0.00
NS1.510NO_thin175,NS ,1.5,10,NO_thin,175-180,1.23,-0.12,1.11,5.6,965.2,0.00,965.2,0.00
NS1.510NO_thin180,NS ,1.5,10,NO_thin,180-185,1.23,-0.05,1.18,5.9,971.1,0.00,971.1,0.00
NS1.510NO_thin185,NS ,1.5,10,NO_thin,185-190,1.13,-0.12,1.01,5.0,976.1,0.00,976.1,0.00
NS1.510NO_thin190,NS ,1.5,10,NO_thin,190-195,1.06,-0.12,0.94,4.7,980.8,0.00,980.8,0.00
NS1.510NO_thin195,NS ,1.5,10,NO_thin,195-200,0.87,-0.03,0.84,4.2,985.1,0.00,985.1,0.00
NS1.510Thinned000,NS ,1.5,10,Thinned,  0-5,0.22,0.20,0.41,2.1,2.1,0.00,2.1,0.00
NS1.510Thinned005,NS ,1.5,10,Thinned,  5-10,0.66,0.24,0.91,4.5,6.6,0.00,6.6,0.00
NS1.510Thinned010,NS ,1.5,10,Thinned, 10-15,2.03,0.24,2.27,11.4,17.9,0.00,17.9,0.00
NS1.510Thinned015,NS ,1.5,10,Thinned, 15-20,6.19,0.24,6.43,32.2,50.1,0.00,50.1,0.00
NS1.510Thinned020,NS ,1.5,10,Thinned, 20-25,17.79,0.48,18.28,91.4,141.5,0.00,141.5,0.00
NS1.510Thinned025,NS ,1.5,10,Thinned, 25-30,4.00,3.58,7.59,37.9,179.4,-0.18,179.2,10.60
NS1.510Thinned030,NS ,1.5,10,Thinned, 30-35,3.42,0.06,3.48,17.4,196.8,-0.32,196.5,7.67
NS1.510Thinned035,NS ,1.5,10,Thinned, 35-40,5.46,2.68,8.14,40.7,237.5,-0.90,236.6,3.31
NS1.510Thinned040,NS ,1.5,10,Thinned, 40-45,6.02,1.00,7.02,35.1,272.6,-1.57,271.0,3.78
NS1.510Thinned045,NS ,1.5,10,Thinned, 45-50,6.74,-0.31,6.43,32.2,304.8,-2.30,302.5,4.14
NS1.510Thinned050,NS ,1.5,10,Thinned, 50-55,4.88,-0.47,4.41,22.1,326.8,-3.01,323.8,4.05
NS1.510Thinned055,NS ,1.5,10,Thinned, 55-60,5.94,-0.49,5.44,27.2,354.0,-3.73,350.3,4.09
NS1.510Thinned060,NS ,1.5,10,Thinned, 60-65,4.82,-0.30,4.52,22.6,376.6,-4.44,372.2,4.03
NS1.510Thinned065,NS ,1.5,10,Thinned, 65-70,4.74,-0.50,4.24,21.2,397.8,-5.05,392.8,3.50
NS1.510Thinned070,NS ,1.5,10,Thinned, 70-75,5.56,-0.52,5.04,25.2,423.0,-5.60,417.4,3.12
NS1.510Thinned075,NS ,1.5,10,Thinned, 75-80,5.24,-0.31,4.93,24.7,447.7,-6.12,441.6,2.95
NS1.510Thinned080,NS ,1.5,10,Thinned, 80-85,3.71,-0.25,3.46,17.3,465.0,-6.62,458.4,2.83
NS1.510Thinned085,NS ,1.5,10,Thinned, 85-90,3.88,-0.21,3.66,18.3,483.3,-7.10,476.2,2.71
NS1.510Thinned090,NS ,1.5,10,Thinned, 90-95,3.48,-0.15,3.33,16.7,500.0,-7.55,492.4,2.57
NS1.510Thinned095,NS ,1.5,10,Thinned, 95-100,3.33,-0.11,3.22,16.1,516.1,-7.98,508.1,2.44
NS1.510Thinned100,NS ,1.5,10,Thinned,100-105,2.87,-0.09,2.78,13.9,529.9,-8.39,521.5,2.32
NS1.510Thinned105,NS ,1.5,10,Thinned,105-110,2.15,-0.11,2.04,10.2,540.2,-8.78,531.4,2.21
NS1.510Thinned110,NS ,1.5,10,Thinned,110-115,2.22,-0.12,2.10,10.5,550.7,-9.15,541.5,2.11
NS1.510Thinned115,NS ,1.5,10,Thinned,115-120,1.77,-0.13,1.64,8.2,558.9,-9.50,549.4,2.01
NS1.510Thinned120,NS ,1.5,10,Thinned,120-125,1.81,-0.11,1.70,8.5,567.4,-9.84,557.5,1.91
NS1.510Thinned125,NS ,1.5,10,Thinned,125-130,1.59,-0.10,1.49,7.4,574.8,-10.16,564.6,1.82
NS1.510Thinned130,NS ,1.5,10,Thinned,130-135,1.46,-0.09,1.37,6.9,581.7,-10.46,571.2,1.73
NS1.510Thinned135,NS ,1.5,10,Thinned,135-140,1.26,-0.08,1.17,5.9,587.5,-10.75,576.8,1.64
NS1.510Thinned140,NS ,1.5,10,Thinned,140-145,0.95,-0.08,0.87,4.4,591.9,-11.03,580.9,1.56
NS1.510Thinned145,NS ,1.5,10,Thinned,145-150,0.75,-0.09,0.66,3.3,595.2,-11.29,583.9,1.48
NS1.510Thinned150,NS ,1.5,10,Thinned,150-155,0.59,-0.09,0.50,2.5,597.7,-11.54,586.1,1.41
NS1.510Thinned155,NS ,1.5,10,Thinned,155-160,0.48,-0.10,0.39,1.9,599.6,-11.77,587.8,1.35
NS1.510Thinned160,NS ,1.5,10,Thinned,160-165,0.37,-0.09,0.28,1.4,601.0,-12.00,589.0,1.28
NS1.510Thinned165,NS ,1.5,10,Thinned,165-170,0.39,-0.09,0.30,1.5,602.5,-12.21,590.3,1.22
NS1.510Thinned170,NS ,1.5,10,Thinned,170-175,0.35,-0.08,0.27,1.4,603.8,-12.42,591.4,1.16
NS1.510Thinned175,NS ,1.5,10,Thinned,175-180,0.26,-0.08,0.19,1.0,604.8,-12.61,592.2,1.10
NS1.510Thinned180,NS ,1.5,10,Thinned,180-185,0.19,-0.07,0.12,0.6,605.4,-12.80,592.6,1.05
NS1.510Thinned185,NS ,1.5,10,Thinned,185-190,0.12,-0.07,0.05,0.3,605.6,-12.98,592.7,1.00
NS1.510Thinned190,NS ,1.5,10,Thinned,190-195,0.09,-0.06,0.02,0.1,605.7,-13.14,592.6,0.95
NS1.510Thinned195,NS ,1.5,10,Thinned,195-200,0.00,-0.06,-0.06,-0.3,605.4,-13.30,592.1,0.90
NS1.512NO_thin000,NS ,1.5,12,NO_thin,  0-5,0.36,0.22,0.57,2.9,2.9,0.00,2.9,0.00
NS1.512NO_thin005,NS ,1.5,12,NO_thin,  5-10,1.08,0.27,1.35,6.8,9.6,0.00,9.6,0.00
NS1.512NO_thin010,NS ,1.5,12,NO_thin, 10-15,3.31,0.27,3.58,17.9,27.5,0.00,27.5,0.00
NS1.512NO_thin015,NS ,1.5,12,NO_thin, 15-20,10.10,0.27,10.37,51.9,79.4,0.00,79.4,0.00
NS1.512NO_thin020,NS ,1.5,12,NO_thin, 20-25,22.86,0.82,23.68,118.4,197.8,0.00,197.8,0.00
NS1.512NO_thin025,NS ,1.5,12,NO_thin, 25-30,16.09,3.43,19.52,97.6,295.4,0.00,295.4,0.00
NS1.512NO_thin030,NS ,1.5,12,NO_thin, 30-35,8.89,4.92,13.81,69.0,364.4,0.00,364.4,0.00
NS1.512NO_thin035,NS ,1.5,12,NO_thin, 35-40,10.09,2.46,12.55,62.8,427.2,0.00,427.2,0.00
NS1.512NO_thin040,NS ,1.5,12,NO_thin, 40-45,10.82,1.19,12.00,60.0,487.2,0.00,487.2,0.00
NS1.512NO_thin045,NS ,1.5,12,NO_thin, 45-50,10.68,0.44,11.11,55.6,542.8,0.00,542.8,0.00
NS1.512NO_thin050,NS ,1.5,12,NO_thin, 50-55,10.14,-0.19,9.95,49.7,592.5,0.00,592.5,0.00
NS1.512NO_thin055,NS ,1.5,12,NO_thin, 55-60,9.47,-0.38,9.08,45.4,637.9,0.00,637.9,0.00
NS1.512NO_thin060,NS ,1.5,12,NO_thin, 60-65,8.90,-0.26,8.64,43.2,681.1,0.00,681.1,0.00
NS1.512NO_thin065,NS ,1.5,12,NO_thin, 65-70,8.41,-0.23,8.17,40.9,722.0,0.00,722.0,0.00
NS1.512NO_thin070,NS ,1.5,12,NO_thin, 70-75,7.74,-0.34,7.41,37.0,759.0,0.00,759.0,0.00
NS1.512NO_thin075,NS ,1.5,12,NO_thin, 75-80,7.11,-0.56,6.55,32.8,791.8,0.00,791.8,0.00
NS1.512NO_thin080,NS ,1.5,12,NO_thin, 80-85,6.54,-0.29,6.25,31.3,823.0,0.00,823.0,0.00
NS1.512NO_thin085,NS ,1.5,12,NO_thin, 85-90,6.07,-0.01,6.06,30.3,853.3,0.00,853.3,0.00
NS1.512NO_thin090,NS ,1.5,12,NO_thin, 90-95,5.51,-0.41,5.10,25.5,878.8,0.00,878.8,0.00
NS1.512NO_thin095,NS ,1.5,12,NO_thin, 95-100,5.14,-0.37,4.76,23.8,902.6,0.00,902.6,0.00
NS1.512NO_thin100,NS ,1.5,12,NO_thin,100-105,4.78,-0.38,4.40,22.0,924.6,0.00,924.6,0.00
NS1.512NO_thin105,NS ,1.5,12,NO_thin,105-110,4.39,-0.50,3.89,19.5,944.1,0.00,944.1,0.00
NS1.512NO_thin110,NS ,1.5,12,NO_thin,110-115,4.04,-0.48,3.56,17.8,961.9,0.00,961.9,0.00
NS1.512NO_thin115,NS ,1.5,12,NO_thin,115-120,3.73,-0.28,3.46,17.3,979.2,0.00,979.2,0.00
NS1.512NO_thin120,NS ,1.5,12,NO_thin,120-125,3.45,-0.37,3.08,15.4,994.6,0.00,994.6,0.00
NS1.512NO_thin125,NS ,1.5,12,NO_thin,125-130,3.14,-0.30,2.84,14.2,1008.8,0.00,1008.8,0.00
NS1.512NO_thin130,NS ,1.5,12,NO_thin,130-135,2.96,-0.33,2.64,13.2,1021.9,0.00,1021.9,0.00
NS1.512NO_thin135,NS ,1.5,12,NO_thin,135-140,2.77,-0.29,2.48,12.4,1034.3,0.00,1034.3,0.00
NS1.512NO_thin140,NS ,1.5,12,NO_thin,140-145,2.55,-0.27,2.28,11.4,1045.7,0.00,1045.7,0.00
NS1.512NO_thin145,NS ,1.5,12,NO_thin,145-150,2.37,-0.24,2.13,10.7,1056.4,0.00,1056.4,0.00
NS1.512NO_thin150,NS ,1.5,12,NO_thin,150-155,2.14,-0.22,1.92,9.6,1066.0,0.00,1066.0,0.00
NS1.512NO_thin155,NS ,1.5,12,NO_thin,155-160,2.04,-0.20,1.84,9.2,1075.2,0.00,1075.2,0.00
NS1.512NO_thin160,NS ,1.5,12,NO_thin,160-165,1.90,-0.17,1.73,8.6,1083.8,0.00,1083.8,0.00
NS1.512NO_thin165,NS ,1.5,12,NO_thin,165-170,1.66,-0.18,1.48,7.4,1091.2,0.00,1091.2,0.00
NS1.512NO_thin170,NS ,1.5,12,NO_thin,170-175,1.62,-0.14,1.48,7.4,1098.6,0.00,1098.6,0.00
NS1.512NO_thin175,NS ,1.5,12,NO_thin,175-180,1.46,-0.16,1.31,6.5,1105.2,0.00,1105.2,0.00
NS1.512NO_thin180,NS ,1.5,12,NO_thin,180-185,1.36,-0.15,1.21,6.1,1111.2,0.00,1111.2,0.00
NS1.512NO_thin185,NS ,1.5,12,NO_thin,185-190,1.32,-0.10,1.22,6.1,1117.3,0.00,1117.3,0.00
NS1.512NO_thin190,NS ,1.5,12,NO_thin,190-195,1.19,-0.13,1.07,5.3,1122.7,0.00,1122.7,0.00
NS1.512NO_thin195,NS ,1.5,12,NO_thin,195-200,1.04,-0.12,0.92,4.6,1127.3,0.00,1127.3,0.00
NS1.512Thinned000,NS ,1.5,12,Thinned,  0-5,0.36,0.22,0.57,2.9,2.9,0.00,2.9,0.00
NS1.512Thinned005,NS ,1.5,12,Thinned,  5-10,1.08,0.27,1.35,6.8,9.6,0.00,9.6,0.00
NS1.512Thinned010,NS ,1.5,12,Thinned, 10-15,3.31,0.27,3.58,17.9,27.5,0.00,27.5,0.00
NS1.512Thinned015,NS ,1.5,12,Thinned, 15-20,10.10,0.27,10.37,51.9,79.4,0.00,79.4,0.00
NS1.512Thinned020,NS ,1.5,12,Thinned, 20-25,22.86,0.82,23.68,118.4,197.8,0.00,197.8,0.00
NS1.512Thinned025,NS ,1.5,12,Thinned, 25-30,0.27,2.43,2.70,13.5,211.3,-0.21,211.1,12.13
NS1.512Thinned030,NS ,1.5,12,Thinned, 30-35,5.08,-0.24,4.84,24.2,235.5,-0.36,235.1,8.58
NS1.512Thinned035,NS ,1.5,12,Thinned, 35-40,6.63,2.19,8.81,44.1,279.6,-1.15,278.4,4.50
NS1.512Thinned040,NS ,1.5,12,Thinned, 40-45,7.96,1.46,9.42,47.1,326.7,-1.92,324.7,4.40
NS1.512Thinned045,NS ,1.5,12,Thinned, 45-50,6.49,0.02,6.51,32.6,359.2,-2.78,356.4,4.84
NS1.512Thinned050,NS ,1.5,12,Thinned, 50-55,7.26,-0.44,6.81,34.1,393.3,-3.64,389.6,4.89
NS1.512Thinned055,NS ,1.5,12,Thinned, 55-60,5.40,-0.49,4.90,24.5,417.8,-4.50,413.3,4.90
NS1.512Thinned060,NS ,1.5,12,Thinned, 60-65,5.90,-0.39,5.51,27.5,445.3,-5.38,440.0,4.98
NS1.512Thinned065,NS ,1.5,12,Thinned, 65-70,5.00,-0.25,4.75,23.7,469.1,-6.15,462.9,4.38
NS1.512Thinned070,NS ,1.5,12,Thinned, 70-75,5.70,-0.39,5.31,26.6,495.6,-6.84,488.8,3.92
NS1.512Thinned075,NS ,1.5,12,Thinned, 75-80,4.96,-0.29,4.67,23.4,519.0,-7.48,511.5,3.64
NS1.512Thinned080,NS ,1.5,12,Thinned, 80-85,4.59,-0.15,4.44,22.2,541.2,-8.10,533.1,3.50
NS1.512Thinned085,NS ,1.5,12,Thinned, 85-90,3.72,-0.11,3.61,18.1,559.2,-8.69,550.5,3.38
NS1.512Thinned090,NS ,1.5,12,Thinned, 90-95,3.36,-0.10,3.26,16.3,575.5,-9.27,566.2,3.27
NS1.512Thinned095,NS ,1.5,12,Thinned, 95-100,3.23,-0.09,3.13,15.7,591.2,-9.82,581.4,3.16
NS1.512Thinned100,NS ,1.5,12,Thinned,100-105,2.76,-0.07,2.69,13.4,604.6,-10.36,594.3,3.04
NS1.512Thinned105,NS ,1.5,12,Thinned,105-110,1.98,-0.07,1.91,9.5,614.2,-10.88,603.3,2.93
NS1.512Thinned110,NS ,1.5,12,Thinned,110-115,1.65,-0.10,1.55,7.7,621.9,-11.37,610.5,2.83
NS1.512Thinned115,NS ,1.5,12,Thinned,115-120,1.63,-0.11,1.52,7.6,629.5,-11.85,617.6,2.74
NS1.512Thinned120,NS ,1.5,12,Thinned,120-125,1.36,-0.10,1.26,6.3,635.8,-12.32,623.4,2.64
NS1.512Thinned125,NS ,1.5,12,Thinned,125-130,1.12,-0.09,1.03,5.2,640.9,-12.77,628.1,2.54
NS1.512Thinned130,NS ,1.5,12,Thinned,130-135,0.91,-0.08,0.83,4.1,645.1,-13.20,631.9,2.45
NS1.512Thinned135,NS ,1.5,12,Thinned,135-140,0.63,-0.08,0.55,2.8,647.8,-13.61,634.2,2.36
NS1.512Thinned140,NS ,1.5,12,Thinned,140-145,0.27,-0.08,0.19,1.0,648.8,-14.01,634.7,2.27
